year,month,nino3,nino3.4,nino4,Arabian_Sea,equatorialindianocean,bayofbengal
1991,7,26.460292992548432,27.875046798573976,28.950806894428155,27.66273016032609,28.60450177818182,28.94371677224199
1991,8,25.453162612518625,27.33807235650624,28.786732052785926,26.678423706521738,28.278369274545454,28.73126097153025
1991,9,25.1638356780924,27.008761208556148,28.598140721407624,27.285913989130435,28.405144338181817,28.89415822419929
1991,10,25.682169159463488,27.643612987522282,29.150489785923753,28.211618891304347,28.43712391636364,28.851698950177937
1991,11,26.10106256780924,27.77924639750446,29.10597891495601,27.767247220108693,28.33938536,28.37678930960854
1991,12,26.52203462891207,28.151487055258468,29.14437676246334,26.91430289945652,28.336756047272726,27.473737444839855
1992,1,27.001704742175857,28.127035707664884,28.906245137829913,25.95820529347826,28.27003616181818,26.972713074733093
1992,2,27.559668827123694,28.310997784313727,28.982945674486803,26.100863282608696,28.576472014545455,27.20374000355872
1992,3,28.29370293293592,28.686707429590015,29.10638524046921,27.01944185054348,29.10925728181818,28.186373483985765
1992,4,28.80434057824143,29.102707655971482,29.326084574780058,28.290224519021738,29.747077490909092,29.35860991814947
1992,5,28.485640605067065,29.091845588235294,29.499717991202342,29.56436832065217,29.622849361818183,29.801431017793597
1992,6,26.99858921013413,28.22539355080214,29.01509663343108,28.9225400923913,28.976748007272725,29.387129871886117
1992,7,25.737022782414307,27.528349196078434,28.905034307917887,27.800433040760872,28.608988154545454,28.808087540925268
1992,8,24.847350876304024,26.7827286969697,28.382497697947215,26.930722842391305,28.151275781818182,28.46740824911032
1992,9,24.72437058867362,26.67220123707665,28.25225828739003,27.3032676875,28.160938476363636,28.607366701067615
1992,10,24.76374563338301,26.462558992869877,28.04683332844575,28.092603442934784,28.19277636,28.580631708185052
1992,11,24.874648734724293,26.567681953654187,28.17956710557185,27.837189692934782,28.33389731090909,28.11118379003559
1992,12,25.04185377347243,26.65041804812834,28.171444876832844,26.96911779347826,28.272658194545453,27.228309964412812
1993,1,25.64743337704918,26.854988262032084,28.331748586510265,26.22916896467391,28.291637425454542,26.94471865124555
1993,2,26.665215503725783,27.18789740106952,28.205623454545456,26.33366066847826,28.546405941818183,27.25003228825623
1993,3,27.519230926974664,27.722761812834225,28.3140226686217,27.211282260869567,29.001670116363634,28.130533316725977
1993,4,28.43014090909091,28.63845876470588,28.899485375366567,28.663769013586958,29.674168907272726,29.36436562633452
1993,5,28.17635428614009,28.765673349376115,29.23652124926686,29.733547423913045,29.59034202181818,29.874065960854093
1993,6,27.16341309538003,28.313003632798573,29.108425434017594,28.855710646739134,28.90656496,29.301922259786476
1993,7,25.87378119076006,27.56485210516934,29.003268058651024,27.72496343478261,28.393489194545452,28.805041729537365
1993,8,25.181979318926977,27.070950588235295,28.71284012903226,26.99658360597826,28.17625940363636,28.575710982206406
1993,9,25.14460011624441,27.050192664884133,28.679241249266862,27.39399566304348,28.272435396363637,28.794473555160142
1993,10,25.275701338301044,27.12590250802139,28.632887234604105,28.211165766304347,28.293282483636364,28.803886768683274
1993,11,25.236070132637856,26.985013944741535,28.56479909090909,27.939058527173916,28.470692576363636,28.486711729537365
1993,12,25.295759581222054,26.808081880570413,28.203053938416424,27.06150145923913,28.284123161818183,27.460187921708183
1994,1,25.678839326378537,26.652185705882353,27.825977967741938,26.376283029891304,28.262651203636366,26.971976323843418
1994,2,26.174231435171386,26.64004929946524,27.50739382111437,26.249115597826087,28.398341530909093,27.20809078647687
1994,3,26.833053233979136,27.23144137433155,27.82425965102639,27.331204921195653,28.981887887272727,28.03613165836299
1994,4,27.146609815201195,27.814442317290553,28.378816727272724,28.863496760869566,29.696722519999998,29.201481612099645
1994,5,26.96025801043219,28.01190542959002,28.733198882697945,29.836625657608696,29.553465425454544,29.64115717793594
1994,6,26.53548349776453,27.967404547237077,28.84202324340176,28.609461160326088,28.750820272727275,28.94866119217082
1994,7,25.372728932935917,27.400588607843137,29.004787583577713,27.396716288043475,28.33959618181818,28.51629434163701
1994,8,24.96122149776453,27.40613420677362,29.222873964809384,26.61745801630435,28.11691064,28.26470814946619
1994,9,25.0577153219076,27.16765619607843,28.975737475073316,27.05085760054348,28.052849585454545,28.385287925266905
1994,10,25.66783973919523,27.63191928163993,29.27139171260997,28.286814989130434,28.42700024909091,28.63361484697509
1994,11,25.938073631892696,27.77555645989305,29.32013090909091,27.865593239130437,28.40778264909091,28.285202021352315
1994,12,26.184631259314457,27.756398960784313,29.123224360703816,26.895064679347826,28.448044472727272,27.39275496085409
1995,1,26.502415739195232,27.634562256684493,28.862251390029325,26.035625423913046,28.33890568,26.963565352313168
1995,2,26.98677661698957,27.611562957219252,28.60773692668622,26.366185388586956,28.653509663636363,27.296580886120996
1995,3,27.233227052160956,27.739670306595364,28.636651346041056,27.220317035326087,29.147202761818182,28.330269202846974
1995,4,27.32667527421759,28.03276758823529,28.726493648093843,28.61039295652174,29.79849559636364,29.493291252669042
1995,5,26.66245505067064,27.897672049910874,28.890457545454545,29.60210170652174,29.637681334545455,29.833505249110324
1995,6,26.334495067064083,27.785333033868092,28.85592370674487,28.989357364130434,28.945611974545454,29.348860850533804
1995,7,25.652580625931446,27.295843067736186,28.630533958944284,27.713551744565216,28.60241131818182,28.89914165836299
1995,8,24.61371433830104,26.555197814616758,28.23175913196481,27.002353263586958,28.282688774545456,28.641879288256227
1995,9,24.395615403874814,26.24486834046346,27.980347478005864,27.474701934782612,28.270895216363634,28.664732733096084
1995,10,24.390968736214607,26.074203732620322,27.73861492375367,28.359913516304346,28.434280547272728,28.820647017793593
1995,11,24.421173359165426,25.934148723707665,27.640928941348974,27.900032875,28.466530763636364,28.436399608540924
1995,12,24.578787874813713,25.9152526399287,27.44915149266862,27.047877326086954,28.36055379090909,27.42244274733096
1996,1,25.123610575260802,25.966856254901963,27.1456535542522,26.27616091576087,28.316716938181816,26.862441569395017
1996,2,25.914934886736216,26.141660807486634,27.031766618768327,26.341869839673915,28.594208632727273,27.2453861886121
1996,3,26.88685346795827,26.815038960784314,27.370735454545454,27.438443225543477,29.138127,28.281618131672598
1996,4,27.011848093889714,27.449546445632798,27.91697793255132,28.68540401902174,29.68358658,29.401395683274025
1996,5,26.638483746646795,27.478815859180035,28.182759381231673,29.574685385869564,29.354520241818182,29.65385309964413
1996,6,26.216708163934424,27.584718887700536,28.41855753079179,28.748051375,28.84899650909091,29.284787402135233
1996,7,25.470483800298066,27.120378228163993,28.205003891495604,27.498447464673912,28.36435850909091,28.83779562633452
1996,8,24.87485237108793,26.626320146167558,27.904989753665692,26.63064597554348,28.035320352727272,28.542691946619215
1996,9,24.71728044262295,26.461261411764706,27.836802434017596,26.957054404891302,28.10887244363636,28.681639106761565
1996,10,24.67867529061103,26.499715245989304,27.919093967741937,27.770360584239132,28.10103575090909,28.711670975088968
1996,11,24.6496226318927,26.392661379679144,27.916613815249267,27.50564741847826,28.273422561818183,28.388753765124555
1996,12,24.492523840536514,26.171361946524062,27.719954310850436,26.567651380434782,28.218512667272726,27.406264701067613
1997,1,24.999464603576747,26.156648087344028,27.646436348973605,25.917522472826086,28.06757358909091,26.85783752313167
1997,2,26.024564551415796,26.52140459893048,27.620571290322577,26.002880589673914,28.22536742181818,27.03870883629893
1997,3,27.207239444113267,27.186756976827095,27.874845668621703,27.240015008152174,29.10636537818182,28.314864672597864
1997,4,27.813399163934427,28.086271037433157,28.759363997067446,28.59614217934783,29.741770279999997,29.480401572953735
1997,5,28.192271861400894,28.718669698752226,29.315099155425223,29.58601764673913,29.437794245454548,29.78285729181495
1997,6,28.165924478390462,28.813785857397505,29.280397870967743,29.20514667119565,28.873402454545452,29.22086011743772
1997,7,27.914980985096868,28.814765311942956,29.488685967741937,27.89874145923913,28.463277532727275,28.73988709964413
1997,8,27.808481672131148,28.801420219251337,29.522977607038126,27.250281532608696,28.311923718181816,28.526403270462634
1997,9,27.796492529061105,28.843067279857397,29.605387563049852,27.81977548097826,28.48535670909091,28.89824733451957
1997,10,28.06077208494784,29.001470299465243,29.588337803519064,28.860377961956523,28.56262704,29.092008754448397
1997,11,28.20407974962742,29.04029409090909,29.61905485043988,28.500906125,28.642873627272728,28.677051797153023
1997,12,28.389799143070046,28.84124228342246,29.16177268035191,27.48182822554348,28.709998796363635,27.82734259430605
1998,1,28.60522436214605,28.92780281639929,29.236897451612904,26.672387953804346,28.860108078181817,27.337801437722423
1998,2,28.831290861400895,28.78112761319073,29.00788862170088,26.783086274456522,29.257330556363637,27.759950519572953
1998,3,29.129429192250374,28.70064676648841,28.71615237829912,27.751031073369568,29.84136549090909,28.875213227758007
1998,4,29.006900921013415,28.6320901942959,28.63310828739003,29.272815269021738,30.39947961090909,30.087187039145906
1998,5,28.384406774962745,28.531957531194294,28.828044639296188,30.28435732880435,30.172888141818184,30.574588469750893
1998,6,26.67759614754098,27.32891859536542,28.21967387390029,29.346968921195653,29.48069931272727,29.808924494661923
1998,7,25.599733497764532,26.56090797504456,27.822045809384164,27.810917505434784,28.828791965454545,29.24199052669039
1998,8,24.92876498956781,26.120988518716576,27.42304347800587,27.40589822282609,28.554477505454543,29.11641612811388
1998,9,24.63327303874814,26.00357971479501,27.38172676246334,27.710481315217393,28.50267080909091,29.150864790035588
1998,10,24.391655856929955,25.634870795008915,26.969887897360703,28.328586182065216,28.50729336,29.056930384341637
1998,11,24.46293829359165,25.510120188948306,26.81065104692082,28.01903549728261,28.436711607272727,28.688727516014236
1998,12,24.3336056780924,25.145919766488415,26.321127844574782,27.131677451086958,28.333211358181817,27.715560669039146
1999,1,24.75451682414307,25.104247019607843,25.982459202346043,26.357734429347826,28.13760952727273,27.179757850533807
1999,2,25.67860249329359,25.39412140285205,25.924378636363638,26.402043714673912,28.355106598181816,27.36821102491103
1999,3,26.79981539344262,26.351200811051694,26.67273815835777,27.57301018478261,29.168545394545454,28.571277928825623
1999,4,26.92378508643815,26.959218698752228,27.205211360703814,28.74751570923913,29.66397497090909,29.481348768683272
1999,5,26.580896396423245,27.008955436720143,27.501079211143697,29.355482635869567,29.32679133818182,29.641786153024913
1999,6,25.879105786885244,26.76399555614973,27.53855232844575,28.600032309782613,28.78437344,29.01346471530249
1999,7,25.093371445603577,26.418816436720142,27.482271431085042,27.5825455,28.417674887272728,28.65271190391459
1999,8,24.434824642324887,25.93907752228164,27.222845076246333,26.74527166304348,28.252372974545455,28.421032039145906
1999,9,24.144335274217585,25.962167657754012,27.341205184750734,27.400126038043478,28.37140174181818,28.790200177935944
1999,10,23.93489174366617,25.73565907843137,27.29601544281525,28.23532749184783,28.22735976181818,28.751648519572953
1999,11,23.740029284649776,25.29489043672014,26.873399521994134,27.92056535054348,28.417729865454547,28.324400056939503
1999,12,23.85148649180328,25.079502249554366,26.418798146627566,27.03735343206522,28.296937218181817,27.452582427046263
2000,1,24.013336309985096,24.82107114795009,26.06201039296188,26.253137127717395,28.124503672727272,26.888203014234875
2000,2,25.29293291058122,25.25705906060606,25.95637290909091,26.31433294021739,28.27908324909091,27.22435780427046
2000,3,26.34423926229508,26.024700725490195,26.33117801759531,27.407923785326087,28.962267081818183,28.266294117437724
2000,4,27.23680981669151,26.963954918003566,27.05900586217009,28.79175993206522,29.560563447272727,29.294853249110318
2000,5,26.674497436661703,27.070306292335115,27.502725853372436,29.52204256521739,29.41791032909091,29.66408717793594
2000,6,25.810958217585693,26.942914830659536,27.741676771260998,28.511566124999998,28.655943394545456,29.020743046263345
2000,7,25.145675347242918,26.682466752228166,27.803907407624635,27.30798607065217,28.243640705454546,28.55980459074733
2000,8,24.777317038748134,26.546491221033868,27.795976052785925,26.889911135869564,28.151071056363637,28.484061939501782
2000,9,24.746340169895678,26.408717201426025,27.747275829912024,27.35136134782609,28.320970305454544,28.697969758007115
2000,10,24.608756372578238,26.231505197860965,27.59852962170088,28.43532114402174,28.47051460909091,28.84450747330961
2000,11,24.44265976900149,25.96651722459893,27.44074277419355,28.19552514673913,28.498553058181816,28.51284865124555
2000,12,24.58723613412817,25.719391905525846,26.887425085043986,27.09878613043478,28.31771957272727,27.553798395017793
2001,1,24.991758442622952,25.729550825311943,26.708583507331376,26.25114860326087,28.063483327272728,26.98924228113879
2001,2,26.01502770491803,26.144950142602497,26.770608700879762,26.245981807065217,28.520964114545457,27.458843836298932
2001,3,27.05244916542474,26.778114320855618,27.0839708914956,27.49543608152174,29.21881125090909,28.504157327402137
2001,4,27.499407943368105,27.453666142602497,27.743847571847507,28.96369966032609,29.7576293,29.66313468327402
2001,5,26.850337585692994,27.556919959001785,28.1818797771261,29.842550472826087,29.707919427272728,30.098337889679716
2001,6,26.306065269746647,27.576814158645274,28.3829500058651,28.742633491847823,29.134813763636362,29.330022071174376
2001,7,25.549688363636363,27.24141981996435,28.60069384750733,27.4378885,28.51094701272727,28.83732055871886
2001,8,24.88673874515648,26.831186336898394,28.45263862756598,26.761987929347825,28.312965232727272,28.632913576512454
2001,9,24.400649277198212,26.48928778787879,28.398438501466273,27.53598320652174,28.42631437090909,28.92489312811388
2001,10,24.539500692995528,26.491671754010692,28.25742115835777,28.45938412228261,28.424496512727274,29.018599081850535
2001,11,24.55304289865872,26.400366946524066,28.14271706451613,28.19544147554348,28.55025641818182,28.619127306049823
2001,12,24.64956045603577,26.134588679144386,27.724279404692084,27.466022747282608,28.691628592727273,27.800460391459072
2002,1,25.211647107302536,26.437782279857394,27.914993480938417,26.52999287228261,28.542289985454545,27.11573606405694
2002,2,26.219016448584203,26.75772378966132,27.731925008797656,26.246952722826087,28.574940396363637,27.276536480427044
2002,3,27.363342640834574,27.358695295900176,27.988967739002934,27.60808674456522,29.387652814545454,28.46518259430605
2002,4,27.613366745156483,27.897671864527627,28.447093800586508,29.15595373369565,29.96602866363636,29.86632714946619
2002,5,27.308783096870346,28.068477862745098,28.794635777126096,29.796455532608697,29.54981554,30.125254192170814
2002,6,26.937620111773473,28.354120803921568,29.189772642228743,28.947140274456522,28.987605372727273,29.527522772241994
2002,7,25.984055345752605,27.804743664884136,29.083591472140764,27.790263660326083,28.617910914545455,29.000377306049824
2002,8,25.475505763040236,27.575960096256683,29.104813941348976,26.93345341304348,28.319473554545453,28.688253832740212
2002,9,25.53997422652757,27.574791737967914,29.110186404692083,27.739219717391304,28.620976952727275,28.81299549822064
2002,10,25.962558353204173,27.891097203208556,29.387524938416423,28.80756735597826,28.704012950909092,29.04226465836299
2002,11,26.308216971684054,28.04642511586453,29.420199862170087,28.297679328804346,28.57703092363636,28.62307747330961
2002,12,26.48186421907601,27.974858,29.110065826979472,27.375554760869566,28.685378016363636,27.886389697508896
2003,1,26.38170156482861,27.526620916221034,28.657268,26.442079733695653,28.481100603636364,27.200376715302493
2003,2,26.707510445603575,27.372504525846704,28.396570445747802,26.717249823369567,28.90079271818182,27.43261733807829
2003,3,27.275190067064084,27.719505689839572,28.489273929618765,27.735447315217392,29.441423127272724,28.590095444839857
2003,4,27.144344791356183,27.72783900178253,28.427151108504397,29.163016339673913,30.059539799999996,29.75626274733096
2003,5,26.309413059612517,27.363939966131905,28.308049521994135,29.995668820652174,29.62427722,29.975714017793592
2003,6,26.07107463338301,27.50384151871658,28.563416674486803,29.433631383152175,29.16053121818182,29.477775476868324
2003,7,25.739957073025334,27.390872727272725,28.59764224340176,28.03978624184783,28.67043618909091,29.03213821352313
2003,8,25.226136193740686,26.96448801247772,28.39096224633431,27.19890333695652,28.4193753,28.82487084341637
2003,9,25.081717383010435,26.935246586452763,28.396300589442813,27.574763730978262,28.55145621818182,28.984624455516013
2003,10,25.441490809239944,27.21950816399287,28.684534912023462,28.47151606521739,28.57826045090909,29.05196025622776
2003,11,25.46075680923994,27.061069140819964,28.594298240469207,28.099123616847827,28.56635538,28.607169665480427
2003,12,25.78279273919523,26.91054022103387,28.160464586510265,27.16089645652174,28.484229447272728,27.622438238434164
2004,1,26.113355383010436,26.86301129590018,27.991229052785922,26.395124923913045,28.53429477272727,27.157370989323844
2004,2,26.570696746646792,26.937551768270946,27.803696809384164,26.458668182065217,28.712155156363636,27.467080953736655
2004,3,27.11582755290611,27.17328745989305,27.747629841642226,27.500128301630436,29.19786486,28.473960202846975
