year,month,Average Rainfall,nino3,nino3.4,nino4,Arabian_Sea,equatorialindianocean,bayofbengal,SPI_1,Drought_Category,Drought_Category_Encoded
1903,12,0.0337359637096774,24.11990154843517,25.5912792513369,27.106915917888564,26.23097314945652,27.47079084,26.64629875088968,-0.4665672725351595,Mild drought,2
1904,1,0.10740069356612898,25.151627716840537,25.849402991087345,26.731723800586508,25.447403798913047,27.23604695454545,26.14649533451957,0.16488225867208056,No drought,1
1904,2,0.1539416767586206,25.740379399403874,25.99112670409982,26.794158492668625,25.594557605978263,27.715378161818183,26.601855601423487,0.2748746293996133,No drought,1
1904,3,0.4694702863403225,26.229366143070045,26.42073891622104,27.15676893548387,26.69290461413044,28.22972797090909,27.558338188612097,1.7755470697677584,No drought,1
1904,4,0.08196475626666659,26.787389871833085,27.04817820320856,27.54413997653959,27.97858494293478,28.869508985454544,28.56043137366548,-0.19543181021570388,Mild drought,2
1904,5,0.5951219607258065,26.896600083457525,27.466159506238856,27.812458624633432,29.04405993478261,28.62512681090909,28.920789,0.7488561504615822,No drought,1
1904,6,0.5687873449616667,26.75265020417288,27.81276720677361,28.23619745454545,28.25513084510869,28.000840152727275,28.536124540925268,-0.36127845390647056,Mild drought,2
1904,7,1.1423747714080643,26.542151304023843,27.9776952745098,28.68297291495601,27.07578598913044,27.459336216363635,27.999400814946625,-0.9868440268042223,Mild drought,2
1904,8,1.8297088597612903,25.92183818330849,27.434887614973263,28.44418243695015,26.34742180978261,27.27078430909091,27.81918269395018,-0.3902632317487971,Mild drought,2
1904,9,0.61297873442,25.200442625931444,26.78567004991088,28.065365410557185,26.66071657608696,27.40729904909091,27.8850655088968,-0.27862548198751086,Mild drought,2
1904,10,0.09457513004032249,25.994292388971687,27.656842532976825,28.847943771261,27.688830467391305,27.66879312363637,28.10527225266904,-0.10884825865709442,Mild drought,2
1904,11,0.0428084760433333,25.644436564828617,26.824050529411764,27.81469041348973,27.253731274456523,27.68002272181818,27.81276120284697,-0.23285848044089216,Mild drought,2
1904,12,0.1443702822774193,26.00218094336811,27.43308400891265,28.497826126099707,26.3081832826087,27.597842001818183,26.943765590747333,1.022391159940078,No drought,1
1905,1,0.13740227925322582,26.32346100298063,27.24873575044564,28.12063395014663,25.467185698369565,27.56583777818182,26.747412419928825,0.40267184958558794,No drought,1
1905,2,0.2313071763392857,26.87828053055141,27.476449049910872,28.36075708797654,25.686907967391303,28.0141479,26.94007615658363,0.6399219368014099,No drought,1
1905,3,0.0394047197596774,28.05188361102832,28.164435889483062,28.504855099706745,26.630984108695653,28.687529043636363,28.03301806049822,-0.5739926127350903,Mild drought,2
1905,4,0.12342116981166658,27.67565815052161,28.036556040998217,28.42499804692082,27.8003996875,28.928048985454545,28.7095217544484,0.11648646521216423,No drought,1
1905,5,0.0466990060483871,28.339705131147543,28.90604426737968,29.245395771261,29.004555361413043,28.737499107272725,29.27483282918149,-1.0735719299333835,Moderate drought,3
1905,6,0.4467328615,27.382450782414303,28.26223418894831,28.81832200293255,28.41342830163044,28.141594905454543,28.80257470818505,-0.576992478557343,Mild drought,2
1905,7,0.5110715121016128,26.502278921013414,28.05463328163993,29.20580193548387,27.24898676630435,27.633323578181816,28.280606067615658,-1.7308975695045177,Severe drought,4
1905,8,0.0346907762096774,26.332224,27.93726664349376,29.036416777126103,26.53973664673913,27.41196713090909,28.033932661921707,-3.1390199457898795,Extreme drought,5
1905,9,1.48129488545,26.366879441132635,28.178577889483066,29.346761935483872,26.928054546195654,27.76055948727273,28.11228476156584,0.4232108885754087,No drought,1
1905,10,0.03,26.00064472727273,27.851647040998216,29.0348658856305,27.774977625,27.7234966,28.29159449822064,-0.7388873902135528,Mild drought,2
1905,11,0.03,26.193550299552907,27.512647192513366,28.64183149853373,27.420203576086955,27.90324013818182,27.993455729537366,-0.5039753172388791,Mild drought,2
1905,12,0.0407190040338709,26.14768723248882,27.73684568805704,28.75590165102639,26.50025752445652,27.88071395090909,27.292399526690392,-0.30983258757915205,Mild drought,2
1906,1,0.032042827620967704,26.562269812220567,27.459103586452763,28.090866117302053,25.786399418478258,27.70688410909091,26.895688989323844,-0.7786067231980428,Mild drought,2
1906,2,1.468968149607143,26.95143632786885,27.416831295900177,28.1312391085044,25.95561404347826,28.32072672909091,27.33318906049822,3.2209682721210013,No drought,1
1906,3,0.2712180987903225,27.383799141579733,28.03070921568628,28.80447376539589,26.663755736413044,28.662266114545456,28.23579246263345,1.0702678919930058,No drought,1
1906,4,0.03,27.7827341490313,28.19420184848485,28.518717803519063,27.93765058695652,29.11734789636364,29.183637430604985,-0.8283366805616962,Mild drought,2
1906,5,0.0413532812516129,26.972066780923992,27.86651466131908,28.53254003812317,29.04144820652174,28.90327341090909,29.60172084697509,-1.1347430294063596,Moderate drought,3
1906,6,0.6062290500499999,26.528180207153504,27.823613456327987,28.57159928739003,28.45941131521739,28.34644605090909,28.986780950177938,-0.3017920989697724,Mild drought,2
1906,7,1.9069564818451612,24.87971055886736,26.755358565062387,28.13178901173021,26.8741930625,27.684282483636363,28.29976012099644,-0.4224642769110392,Mild drought,2
1906,8,1.737194355017742,24.310773433681074,26.54285675935829,28.15254571260997,26.13888751902174,27.42323975818182,28.23004371174377,-0.4449122845647679,Mild drought,2
1906,9,2.7231545359183325,24.16360604023845,25.98804094474153,27.26427234017595,26.393975304347823,27.310484487272728,28.470301234875446,1.0402694262508174,No drought,1
1906,10,0.0790041028387096,24.28371766766021,25.919161204991088,27.14144333431085,27.564101404891304,27.63899984,28.367679647686835,-0.22011644329696398,Mild drought,2
